afkorting,alias,author,begrip,GGM-bron,created,datum_opname,definitie,domain,domain_name,herkomst,herkomst_definitie,GGM-guid,is_domain,modelnaam_kort,modified,GGM-naam,parent_package_id,phase,release,schema_id,status,stereotype,GGM-toelichting,uri,version,visibility,GGM-uml-type,Datum-tijd-export
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2019-07-08 17:07:34,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Dit informatiedomein bevat data over collectiebeheer, tentoonstellingen, bezoekersaantallen en educatieve activiteiten van musea die onderdeel zijn van een overheidsorganisatie. Het ondersteunt de uitvoering van de museale functie conform de Erfgoedwet, inclusief het beheer van eventuele rijkscollecties. De gegevens worden gebruikt voor beleidsontwikkeling, verantwoording en publieksbereik van het cultureel erfgoed.","Package: ""Sport""",Sport,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_02364A0F_CCFA_46ba_BB30_BFCAB446F602,True,,2025-03-27 15:28:35,Sport,EAPK_40A8E0F6_63CB_4ac6_B378_95CC70E4A840,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2024-09-03 08:13:01,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over mensen zonder vaste woon- of verblijfplaats, gericht op het in kaart brengen van de omvang, kenmerken en ondersteuningsbehoeften van deze doelgroep.","Package: ""Dak- en thuislozen""",Dak- en thuislozen,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_7EBCDBB1_6E9C_4f09_AE96_71822F2CC050,True,,2025-03-27 15:28:35,Dak- en thuislozen,EAPK_B88A8152_6617_4451_B7EF_FBFB5A06159F,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2019-09-17 15:54:50,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over gemeentelijke uitvaarten, uitgevoerd wanneer niemand anders in de lijkbezorging voorziet, zoals vastgelegd in de Wet op de lijkbezorging.","Package: ""Gemeentebegrafenissen""",Gemeentebegrafenissen,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_69713AD3_FECC_4964_8F11_79C8755F710E,True,,2025-03-27 15:28:35,Gemeentebegrafenissen,EAPK_B88A8152_6617_4451_B7EF_FBFB5A06159F,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2018-03-19 15:31:57,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
",Alle generieke objecttypen die zowel voor de Wmo als voor uitvoering van de jeugdwet worden gebruikt,"Package: ""Generiek Jeugd en Wmo""",Generiek Jeugd en Wmo,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3,True,,2025-03-27 15:28:35,Generiek Jeugd en Wmo,EAPK_B88A8152_6617_4451_B7EF_FBFB5A06159F,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,mkampen,,,2022-11-22 11:45:59,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over de uitvoering van de Wet inburgering, gericht op het ondersteunen van inburgeraars bij hun integratie en participatie in de Nederlandse samenleving.","Package: ""Inburgering""",Inburgering,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_59E49EEB_D8EB_4e49_A5E2_62244987690E,True,,2025-07-28 14:04:02,Inburgering,EAPK_B88A8152_6617_4451_B7EF_FBFB5A06159F,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
,,Arjen Brienen,,,2024-08-20 14:33:49,,"Het informatiedomein dat gegevens omvat over inkomensvoorzieningen, -regelingen en financiële ondersteuning voor inwoners, gericht op het waarborgen van bestaanszekerheid en participatie in de samenleving.","Package: ""Inkomen""",Inkomen,,,EAPK_2AB7A09D_D0B6_4159_A23A_119C7935966B,True,,2025-08-06 14:19:56,Inkomen,EAPK_B88A8152_6617_4451_B7EF_FBFB5A06159F,1.0,20250327,GGM_ROOT_SCHEMA,Proposed,Domein,,,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2024-04-22 15:35:25,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over de uitvoering van kinderbeschermingsmaatregelen, gericht op het waarborgen van een veilige ontwikkeling van kinderen en jongeren.","Package: ""Jeugdbescherming en reclassering""",Jeugdbescherming en reclassering,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_62D673ED_9400_4c5a_904C_A4DB16775C5B,True,,2025-04-28 09:55:11,Jeugdbescherming en reclassering,EAPK_B88A8152_6617_4451_B7EF_FBFB5A06159F,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2018-06-13 13:19:11,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over de ondersteuning en begeleiding van inwoners met problematische schulden, gericht op het bevorderen van financiële stabiliteit en maatschappelijke participatie.","Package: ""Schulden""",Schulden,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_58435230_9E6D_406f_BC24_E07C11CD5CA6,True,,2025-04-23 15:42:34,Schulden,EAPK_B88A8152_6617_4451_B7EF_FBFB5A06159F,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2024-02-08 18:20:37,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
",Het domein met de generieke objecttypen die door de deeldomeinen van het sociaal domein gebruikt worden. ,"Package: ""Sociaal Domein Generiek""",Sociaal Domein Generiek,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_4F047F89_F482_48c9_810A_EC0B55B40AEE,True,,2025-12-18 15:38:53,Sociaal Domein Generiek,EAPK_B88A8152_6617_4451_B7EF_FBFB5A06159F,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.3.0,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2018-05-04 16:19:59,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over de integrale ondersteuning en hulpverlening die sociale teams bieden aan inwoners, gericht op het bevorderen van zelfredzaamheid, participatie en het oplossen van complexe problemen.","Package: ""Sociale Teams""",Sociale Teams,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555,True,,2025-03-27 15:28:35,Sociale Teams,EAPK_B88A8152_6617_4451_B7EF_FBFB5A06159F,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2018-04-23 16:56:03,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over de ondersteuning, hulp en bescherming van jeugdigen en hun gezinnen, gebaseerd op de Jeugdwet.","Package: ""Jeugd""",Jeugd,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_361CB2CF_EE61_4679_A249_0B7B4A013226,True,,2025-03-27 15:28:35,Jeugd,EAPK_B88A8152_6617_4451_B7EF_FBFB5A06159F,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Ashkan Ashkpour,,,2018-04-23 11:52:22,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over de ondersteuning van mensen bij het vinden en behouden van werk, gebaseerd op de Participatiewet en gericht op het bevorderen van arbeidsparticipatie.","Package: ""Werk""",Werk,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_0CC177F3_B29B_4247_B010_1423D1561952,True,,2025-12-18 15:38:53,Werk,EAPK_B88A8152_6617_4451_B7EF_FBFB5A06159F,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.3.0,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2018-03-21 15:22:41,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over de ondersteuning en zorg die gemeenten bieden aan burgers om hun zelfredzaamheid en participatie in de maatschappij te bevorderen in het kader van de WMO, met als doel mensen zo lang mogelijk zelfstandig thuis te laten wonen.","Package: ""Wmo""",Wmo,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_75F72563_7EBB_494b_B561_A24114C49BC4,True,,2025-03-27 15:28:35,Wmo,EAPK_B88A8152_6617_4451_B7EF_FBFB5A06159F,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2019-05-20 14:08:44,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
",Het informatiedomein dat gegevens bevat over de gemeentelijke taken ten aanzien van inzameling en verwerking van bedrijfs- en huishoudelijk afval,"Package: ""Afval""",Afval,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_639DFBCF_D24B_4b32_A2A4_D6386E0EF744,True,,2025-03-27 15:28:35,Afval,EAPK_BA63AB75_03F5_44e6_8A07_377EA0F44E62,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Ashkan Ashkpour,,,2023-10-12 14:52:21,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","""Het informatiedomein dat gegevens omvat over:
1. De fysieke objecten in de publieke buitenruimte, inclusief hun kenmerken, locatie en conditie.
2. De processen en activiteiten gericht op het onderhouden, inrichten en beheren van deze objecten.""","Package: ""Beheer Openbare Ruimte""",Beheer Openbare Ruimte,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_C3BA35EC_ABFA_4a7d_BEE9_07FF7563442D,True,,2025-12-18 15:38:53,Beheer Openbare Ruimte,EAPK_91A0DA15_8CF6_4dc6_83E4_4A6DBE3A67AA,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.3.0,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Ashkan Ashkpour,,,2023-10-12 14:55:07,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over de planning, ontwikkeling en uitvoering van woningbouwprojecten, gericht op het realiseren van voldoende, betaalbare en duurzame woningen.","Package: ""Bouwen en Wonen""",Bouwen en Wonen,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_993A1256_FC98_487a_BAB2_EE71CAC76F98,True,,2025-12-18 15:38:53,Bouwen en Wonen,EAPK_91A0DA15_8CF6_4dc6_83E4_4A6DBE3A67AA,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.3.0,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Ashkan Ashkpour,,,2020-02-11 15:25:15,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over meldingen van inwoners of organisaties betreffende zaken die niet in orde zijn in de openbare ruimte, gericht op het in stand houden van een schone, hele en veilige leefomgeving.","Package: ""Meldingen Openbare Ruimte""",Meldingen Openbare Ruimte,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_F02E1A98_4C66_444a_B20C_D4BA9AB6E121,True,,2025-12-18 15:38:53,Meldingen Openbare Ruimte,EAPK_91A0DA15_8CF6_4dc6_83E4_4A6DBE3A67AA,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.3.0,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2019-09-23 13:27:33,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over de uitvoering van de Omgevingswet, gericht op het integraal beheren en ontwikkelen van de fysieke leefomgeving.","Package: ""Omgevingswet""",Omgevingswet,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_65922C38_D066_4e06_8EC6_1AB64A23DFA6,True,,2025-03-27 15:28:35,Omgevingswet,EAPK_91A0DA15_8CF6_4dc6_83E4_4A6DBE3A67AA,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2019-01-10 11:33:09,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
",Het informatiesubdomein dat gegevens omvat over de informatietechnologie en communicatiesystemen die de interne processen en informatievoorziening van een organisatie ondersteunen.,"Package: ""ICT""",ICT,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01,True,,2025-03-27 15:28:35,ICT,EAPK_BB0CE95E_98B3_48ec_905F_5512A5AB221C,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2019-11-28 15:37:59,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over het proces van aanvragen, beoordelen, verstrekken, beheren en verantwoorden van subsidies door de organisatie, zowel in de rol van subsidieverstrekker als subsidieontvanger.","Package: ""Subsidies""",Subsidies,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5,True,,2025-03-27 15:28:35,Subsidies,EAPK_BB0CE95E_98B3_48ec_905F_5512A5AB221C,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2018-05-29 13:48:27,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over het beheer, onderhoud en de exploitatie van gebouwen en terreinen in eigendom van de organisatie.","Package: ""Vastgoed""",Vastgoed,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_64927CCE_C5AB_447e_BB41_C961BE1EA1BD,True,,2025-03-27 15:28:35,Vastgoed,EAPK_BB0CE95E_98B3_48ec_905F_5512A5AB221C,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2018-03-21 12:26:39,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiesubdomein dat gegevens omvat over de financiële processen, planning en control, en het financieel beheer van de organisatie.","Package: ""Financien""",Financien,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_4F010A09_D9D0_4bcf_A233_8430F8EFE54A,True,,2025-03-27 15:28:35,Financien,EAPK_BB0CE95E_98B3_48ec_905F_5512A5AB221C,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2018-04-04 15:09:18,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiesubdomein dat gegevens omvat over het beheer en de ontwikkeling van personeel, gericht op het ondersteunen van de organisatie en haar medewerkers.","Package: ""HR""",HR,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10,True,,2025-03-27 15:28:35,HR,EAPK_BB0CE95E_98B3_48ec_905F_5512A5AB221C,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2018-04-04 15:09:45,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiesubdomein dat gegevens omvat over het proces van het verwerven van goederen, diensten en werken door een organisatie.","Package: ""Inkoop""",Inkoop,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_E593FB18_D458_4462_B5F2_0B37FA3AA722,True,,2025-03-27 15:28:35,Inkoop,EAPK_BB0CE95E_98B3_48ec_905F_5512A5AB221C,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
