alias,archimate_type,authentiek,author,begrip,GGM-bron,created,datum_opname,datum_tijd_export,definitie,domein-dcat,domein-iv3,GEMMA-definitie,GEMMA-naam,GEMMA-toelichting,GEMMA-type,GEMMA-url,herkomst,herkomst_definitie,GGM-guid,indicatie_formele_historie,is_datatype,kwaliteit,modified,GGM-naam,nullable,package_id,phase,populatie,schema_id,status,stereotype,GGM-synoniemen,GGM-toelichting,uri,version,visibility,GGM-uml-type,Datum-tijd-export
,Data object,,Arjen Brienen,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2018-04-23 11:56:27,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,Typologie van een regeling,,Model Inkomen,,,,,,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_14D3C960_5EF2_433c_8E1C_B493974280E2,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:52,Regelingsoort,,EAPK_7A13550B_AC75_4783_BD16_A9ED6E86172A,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,,,1.10.0,,Class,12052026-14:54:00
,Data object,,Ashkan Ashkpour,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2022-06-08 14:20:23,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,Een *UitkeringsRun* is een geautomatiseerde verwerking in een financieel of administratief systeem waarbij **een groep uitkeringen of betalingen tegelijk wordt berekend en uitgevoerd** als onderdeel van een periodieke batch-verwerking.  ,,Model Inkomen,,,,,,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","https://onpay.com/glossary/payroll-run/#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_F787184D_3AA8_4132_96C4_23A363C3C1B7,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:52,UitkeringsRun,,EAPK_7A13550B_AC75_4783_BD16_A9ED6E86172A,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,"In financiële systemen en salaris-/uitkeringsadministraties verwijst een *run* naar het **proces van uitvoeren van een set berekeningen en betalingen** op een gepland moment (bijv. maandelijks of wekelijks). Een *uitkeringsrun* omvat normaliter:  
- het verzamelen van de gegevens van de uitkeringsgerechtigden;  
- het toepassen van berekeningsregels (zoals hoogte, inhoudingen en rechten);  
- het genereren van betaalopdrachten of journaling in het financiële systeem;  
- en het klaarmaken of uitvoeren van de daadwerkelijke betaling.  
Dit is vergelijkbaar met **betaling- of payroll runs** in financiële systemen waarmee organisaties periodiek meerdere betalingen bundelen en verwerken.",,1.10.0,,Class,12052026-14:54:00
,,,,,,,,,,,Normafwijking,,,,,,,,EAID_1F00763C_FD4B_4229_2CAA_267F962CB1D1,,True,,,Geldbedrag,,EAPK_1E980CB5_0396_D2CF_E082_2632E26BC583,,,GGM_ROOT_SCHEMA,,,,,,,,Class,12052026-14:54:00
,,,janbr,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2024-03-07 12:33:22,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,"Een *afwijkende maatregel* is een maatregel die afwijkt van de standaardregel of wettelijke norm en die op basis van een wettelijke grondslag, beleidsregel of gemotiveerde beslissing in een concreet geval wordt toegepast.  ",,Normafwijking,,,,,,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","Algemene uitleg bestuursrechtelijke toepassing van afwijkingen van regels in Nederlandse wet- en regelgeving (interpretatie; geen vaste CBS-definitie beschikbaar).#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_1BD0DD3A_888E_945B_4A20_276CADAE4D4C,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:52,Afwijkende maatregel,,EAPK_2D091BA6_1407_C3BE_D193_3743D37AB694,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,"In de bestuursrechtelijke en juridische context duidt een afwijkende maatregel op een *uitzondering* van de reguliere toepassing van een wettelijke regeling of standaardprocedure, waarbij een bestuursorgaan in bijzondere gevallen kiest voor een aangepaste aanpak, binnen de grenzen van de wet. Deze afwijking moet objectief worden gemotiveerd en steunen op een wettelijke grondslag of beleidskader, zodat rechtszekerheid en evenredigheid worden gewaarborgd. De term wordt in diverse beleids- en regelgevingsteksten gebruikt om aan te geven dat een maatregel op een specifiek punt anders wordt vormgegeven dan de hoofdregel, bijvoorbeeld bij maatwerk in bijstandsverordeningen of afwijkingsbevoegdheden in bestemmingsplannen.  ",,1.10.0,,Class,12052026-14:54:00
,,,janbr,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2024-03-07 12:33:22,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,"Een boete is de uitkomst van een onderzoek naar rechtmatigheid. Dit leidt in principe tot een terug te vorderen bedrag. Er is voor gekozen om dit als aparte klasse te modelleren en niet als typering van een vordering, omdat we dit gegeven ook willen gebruiken bij risicoprofilering. Als de vordering niet (meer) bestaat, zou dit gegeven daarmee niet beschikbaar zijn.Daarnaast kan dit ook helpen bij het vastleggen van een boete van een poging tot fraude (zonder financiele consequenties, waardoor geen vordering is ontstaan. (tijdig ondekte valsheid in geschifte e.d.).Bij bedragen hoger dan 50.000 euro, wordt aangifte van fraude gedaan en volgt strafrechtelijk onderzoek.Feitelijk is het uitgangspunt bij het opleggen van een boete dat er altijd sprake is van opzet. Daarom is een apart gegeven Fraude niet opgenomen.",,Normafwijking,,,,,,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_05E49616_803F_4C1B_9663_262C4A191DF9,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:52,Boete,,EAPK_2D091BA6_1407_C3BE_D193_3743D37AB694,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,,,1.10.0,,Class,12052026-14:54:00
,,,janbr,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2024-03-07 12:33:22,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,"Een *maatregel* is een besluit of handeling waarmee een bestuursorgaan of rechter ingrijpt om een doel te bereiken, een probleem op te lossen of een regel te handhaven.  ",,Normafwijking,,,,,,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","https://www.ensie.nl/meaning/maatregel#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_0B63B508_9F69_A5D7_4387_2632D2C24782,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:52,Maatregel,,EAPK_2D091BA6_1407_C3BE_D193_3743D37AB694,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,"In (bestuurs)recht en beleid duidt *maatregel* op een actie, handeling of besluit van een overheid of instantie dat gericht is op het beïnvloeden van gedrag, de toepassing van regels of de situatie van betrokkenen. Dit kan variëren van een administratieve beslissing in een individuele zaak tot een ingreep die een persoon, organisatie of situatie raakt. Een maatregel kan ook in een strafrechtelijke context worden opgelegd ter bescherming van de maatschappij, zoals een maatregel in plaats van of naast een straf. ",,1.10.0,,Class,12052026-14:54:00
,,,janbr,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2024-03-07 12:33:22,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,Een *maatregel op uitkering* is een sanctie van een uitvoerend orgaan (zoals een gemeente) waarbij de hoogte van een uitkering tijdelijk wordt verlaagd of aangepast omdat de uitkeringsgerechtigde niet heeft voldaan aan de aan de uitkering verbonden verplichtingen.  ,,Normafwijking,,,,,,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","https://lokaleregelgeving.overheid.nl/CVDR210284#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_032C6459_3922_4AEF_0D73_262C4A138E25,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:52,Maatregel op uitkering,,EAPK_2D091BA6_1407_C3BE_D193_3743D37AB694,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,"In het kader van bijstandsuitkeringen (Participatiewet/Wet werk en bijstand) kan een maatregel worden toegepast als iemand bijvoorbeeld niet of onvoldoende meewerkt aan verplichtingen zoals het zoeken naar werk of het voldoen aan informatieverplichtingen. De maatregel bestaat doorgaans uit een **verlaging van de uitkering met een bepaald percentage voor één of meerdere maanden**, afgestemd op de ernst van de gedraging en de mate van verwijtbaarheid. Gemeenten leggen deze maatregelen vast in een maatregelenverordening.",,1.10.0,,Class,12052026-14:54:00
,,,janbr,"#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
#NOTES#Description: Verwijzing naar een begrip, vanuit een modelelement, waarmee wordt aangegeven op welk begrip, of begrippen, het informatiemodel element is gebaseerd. De verwijzing heeft de vorm van een term of een URI.
",,2024-03-07 12:33:22,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
",,"Een *normafwijking* (in het kader van bijstand) is het constateren dat een bijstandsgerechtigde **afwijkt van de normatieve verplichtingen** die verbonden zijn aan het recht op bijstand (bijv. arbeids- of inlichtingenplicht), wat aanleiding kan geven tot toepassing van een maatregel op de uitkering.  ",,Normafwijking,,,,,,"#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
#NOTES#Description: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","https://lokaleregelgeving.overheid.nl/CVDR358905/1#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAID_167FF4C9_6B66_EEDA_5189_262C4A139258,,False,"#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
#NOTES#Description: Beschrijving van de mate waarin in de registratie opgenomen objecten van het desbetreffende type volledig, juist, actueel, nauwkeurig en betrouwbaar zijn.
",2025-12-18 15:38:52,Normafwijking,,EAPK_2D091BA6_1407_C3BE_D193_3743D37AB694,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,"In de uitvoering van de Participatiewet moet een bijstandsgerechtigde voldoen aan verschillende normen en verplichtingen (zoals het zoeken naar werk, voldoen aan inlichtingen- en medewerkingsplichten, of andere door de gemeente opgelegde verplichtingen). Wanneer deze verplichtingen niet of onvoldoende worden nagekomen, kan dit worden aangemerkt als een normafwijking die leidt tot **sanctionering via maatregelen op de uitkering** (zoals verlaging van de bijstandsuitkering). Maatregelen worden in gemeentelijke maatregelenverordeningen vastgelegd en zijn verbonden aan de wettelijke kaders van de Participatiewet.",,1.10.0,,Class,12052026-14:54:00
,,,janbr,,,2024-03-07 12:33:22,,,"*Andere reden afwijkende startdatum* is een omschrijving van een **reden waarom de startdatum van een dienst of uitkering afwijkt van de standaard startdatum**, voor zover deze reden niet onder de standaardcategorieën valt.  ",,Reden aanvraag,,,,,,,GBI - Werkgroep Ontologie,EAID_237c7e1c_5893_475f_be3f_49b629316e1e,,False,,2025-12-18 15:38:52,Andere reden afwijkende startdatum,,EAPK_2EA8EC3D_1407_C3BE_D193_3802BFAEB694,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,"In het GBI-model voor *Reden aanvraag* geeft *Andere reden afwijkende startdatum* een aanvullende aanduiding van een bijzondere reden waarom de startdatum van een dienst (zoals een uitkering) niet samenvalt met de eerste melding of standaardprocedure. Dit kan situaties omvatten die niet worden gedekt door de reguliere subcategorieën (bijv. opname in een instelling, technische vertragingen of wachten op een beslissing van een andere instantie). De startdatum kan hierdoor eerder of later liggen dan de reguliere melddatum. Het objecttype zelf heeft in de GBI-ontologie geen aparte tekstuele definitie, maar volgt uit de context van *Reden afwijkende startdatum* in het model *Reden aanvraag*.",,1.2.0,,Class,12052026-14:54:00
,,,janbr,,,2024-03-07 12:33:22,,,*Andere reden verzoek* is een categorie voor een **overige reden** waarom een aanvraag wordt gedaan die niet onder de standaard-redencategorieën valt binnen het *Reden aanvraag*-model.  ,,Reden aanvraag,,,,,,,GBI - Werkgroep Ontologie,EAID_1E8815BF_5BAC_6978_BF60_2791C1C96FC3,,False,,2025-12-18 15:38:52,Andere reden verzoek,,EAPK_2EA8EC3D_1407_C3BE_D193_3802BFAEB694,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,"Binnen het GBI-Ontologiemodel *Reden aanvraag* worden standaardredenen voor een aanvraag (zoals gestopt werk, overlijdenssituaties of veranderingen in inkomenssituaties) onderscheiden. *Andere reden verzoek* omvat **restcategorieën van omstandigheden of redenen die niet expliciet in de reguliere subcategorieën zijn benoemd**, zoals vertrek uit een asielzoekerscentrum of andere bijzondere situaties die relevant zijn voor de start of aard van de aanvraag. Het dient als vangnet-categorie om onvoorziene of niet-gespecificeerde redenen op te nemen in de gegevensregistratie.",,1.2.0,,Class,12052026-14:54:00
,,,janbr,"#NOTES#Description: Een referentie naar een begrip in een begrippenlijst/kennismodel middels een URI, of de naam van een begrip, welke kan worden afgebeeld op een URI.
#NOTES#Description: Een referentie naar een begrip in een begrippenlijst/kennismodel middels een URI, of de naam van een begrip, welke kan worden afgebeeld op een URI.
",,2024-12-13 12:29:32,"#NOTES#Description: De datum waarop de constructie is opgenomen in het informatiemodel.
#NOTES#Description: De datum waarop de constructie is opgenomen in het informatiemodel.
",,"Een aanvraag is een verzoek van een burger, bedrijf of organisatie aan een overheid om een specifieke dienst te verkrijgen of een besluit te ontvangen (bijv. vergunning, subsidie, paspoort of beschikkingsbesluit).",,Reden aanvraag,,,,,,"https://www.overheid.nl/help/producten-en-diensten#NOTES#Description: De basisregistratie in wiens catalogus het objecttype is gespecificeerd (oftewel de basisregistratie waar het objecttype deel van uitmaakt). Deze specificatie is toegevoegd omdat het wel duidelijk moet zijn in welke (basis)registratie of informatiemodel het objecttype voorkomt (indien van toepassing).
#NOTES#Description: De basisregistratie in wiens catalogus het objecttype is gespecificeerd (oftewel de basisregistratie waar het objecttype deel van uitmaakt). Deze specificatie is toegevoegd omdat het wel duidelijk moet zijn in welke (basis)registratie of informatiemodel het objecttype voorkomt (indien van toepassing).
","https://www.overheid.nl/help/producten-en-diensten#NOTES#Description: De basisregistratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de defintie is samengesteld.
#NOTES#Description: De basisregistratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de defintie is samengesteld.
",EAID_2D94CF02_97C5_4621_B225_EA742445A235,,False,,2025-12-18 15:38:52,Diensten::Aanvraag,,EAPK_2EA8EC3D_1407_C3BE_D193_3802BFAEB694,1.0,"#NOTES#Description: TODO
#NOTES#Description: TODO
",GGM_ROOT_SCHEMA,Proposed,Objecttype,,"	•	In de context van diensten bij de overheid betreft een aanvraag het formele indienen van informatie of documenten door een aanvrager zodat de overheid een dienst kan verlenen of een besluit kan nemen.
	•	Diensten omvatten dienstverlening zoals vergunningen, belastingen, subsidies, uitkeringen en andere producten die een grondslag hebben in wet- en regelgeving en waarvoor een aanvraagprocedure geldt.   
	•	De aanvraag kan schriftelijk, digitaal of via een online formulier plaatsvinden en vormt vaak de start van een bestuurlijke procedure met termen zoals ontvangstbevestiging, beoordeling en besluitvorming.#NOTES#Description: Aanvullende beschrijving van het construct met de bedoeling dat te verduidelijken.
#NOTES#Description: Aanvullende beschrijving van het construct met de bedoeling dat te verduidelijken.
",,1.10.0,,Class,12052026-14:54:00
,,,janbr,"#NOTES#Description: Een referentie naar een begrip in een begrippenlijst/kennismodel middels een URI, of de naam van een begrip, welke kan worden afgebeeld op een URI.
#NOTES#Description: Een referentie naar een begrip in een begrippenlijst/kennismodel middels een URI, of de naam van een begrip, welke kan worden afgebeeld op een URI.
",,2025-03-17 10:52:35,"#NOTES#Description: De datum waarop de constructie is opgenomen in het informatiemodel.
#NOTES#Description: De datum waarop de constructie is opgenomen in het informatiemodel.
",,Een aanvraag levensonderhoud is het formele verzoek van een persoon aan een gemeentelijke of overheidsinstantie om een uitkering of financiële ondersteuning te verkrijgen die het inkomen aanvult zodat in het basislevensonderhoud kan worden voorzien.,,Reden aanvraag,,,,,,"#NOTES#Description: De basisregistratie in wiens catalogus het objecttype is gespecificeerd (oftewel de basisregistratie waar het objecttype deel van uitmaakt). Deze specificatie is toegevoegd omdat het wel duidelijk moet zijn in welke (basis)registratie of informatiemodel het objecttype voorkomt (indien van toepassing).
#NOTES#Description: De basisregistratie in wiens catalogus het objecttype is gespecificeerd (oftewel de basisregistratie waar het objecttype deel van uitmaakt). Deze specificatie is toegevoegd omdat het wel duidelijk moet zijn in welke (basis)registratie of informatiemodel het objecttype voorkomt (indien van toepassing).
","ttps://www.rijksoverheid.nl/onderwerpen/bijstand/regels-voor-bijstand#NOTES#Description: De basisregistratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de defintie is samengesteld.
#NOTES#Description: De basisregistratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de defintie is samengesteld.
",EAID_1F9DBD7C_EBF3_41c8_8F00_2F6169FE107C,,False,,2025-12-18 15:38:52,Diensten::Aanvraag levensonderhoud,,EAPK_2EA8EC3D_1407_C3BE_D193_3802BFAEB694,1.0,"#NOTES#Description: TODO
#NOTES#Description: TODO
",GGM_ROOT_SCHEMA,Proposed,Objecttype,,"	•	Het begrip verwijst in de praktijk meestal naar de aanvraag van een bijstandsuitkering of andere sociale uitkering die bedoeld is om een tekort aan inkomen voor noodzakelijke kosten van bestaan (zoals voedsel, huisvesting en basisbehoeften) aan te vullen.
	•	Deze aanvraag wordt beoordeeld op basis van wettelijke regelingen zoals de Participatiewet: de gemeente bepaalt of de aanvrager voldoet aan voorwaarden zoals inkomen, vermogen en leefsituatie.
	•	Een aanvraag levensonderhoud start de procedure voor het vaststellen van recht op bijstand of soortgelijke ondersteuning en kan digitaal of schriftelijk worden ingediend.#NOTES#Description: Aanvullende beschrijving van het construct met de bedoeling dat te verduidelijken.
#NOTES#Description: Aanvullende beschrijving van het construct met de bedoeling dat te verduidelijken.
",,1.10.0,,Class,12052026-14:54:00
,,,janbr,,,2024-03-07 12:33:22,,,"*Gestopt betaald werk* is de situatie waarin iemand **zijn of haar betaalde arbeidsrelatie heeft beëindigd**, waardoor het reguliere inkomen uit werk is komen te vervallen en dit relevant is voor de beoordeling van een uitkeringsaanvraag of inkomenssituatie.",,Reden aanvraag,,,,,,,GBI - Werkgroep Ontologie,EAID_16333246_B1C9_E9E9_D5B6_2791C02E05CB,,False,,2025-12-18 15:38:52,Gestopt betaald werk,,EAPK_2EA8EC3D_1407_C3BE_D193_3802BFAEB694,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,"Binnen gemeentelijke inkomens- en bijstandsadministraties (zoals onder de Participatiewet) speelt de situatie *gestopt betaald werk* een rol bij de vaststelling van rechten en verplichtingen. Het duidt op het moment waarop een persoon niet langer in dienst is en geen loon meer ontvangt, bijvoorbeeld door ontslag, beëindiging van een tijdelijk contract, eigen vertrek of einde arbeidsovereenkomst. Dit kan bepalend zijn voor het recht op bijstand of andere inkomensondersteuning en voor de vaststelling van de startdatum van de uitkering. In de Participatiewet staat het stimuleren van deelname aan reguliere arbeid centraal, maar als iemand stopt met betaald werk zonder voldoende inkomen volgt mogelijk een aanvraag voor bijstand.",,1.2.0,,Class,12052026-14:54:00
,,,janbr,,,2024-03-07 12:33:22,,,"*Gestopt of verkocht eigen bedrijf* is de situatie waarin een persoon zijn of haar **bedrijf volledig beëindigt of overdraagt/verkoopt**, waardoor de zelfstandige activiteit ophoudt en de reguliere inkomsten uit de onderneming verdwijnen.  ",,Reden aanvraag,,,,,,,GBI - Werkgroep Ontologie,EAID_0B7F7AD1_661C_8F1C_4F9A_2791C1C74BAB,,False,,2025-12-18 15:38:52,Gestopt of verkocht eigen bedrijf,,EAPK_2EA8EC3D_1407_C3BE_D193_3802BFAEB694,1.0,,GGM_ROOT_SCHEMA,Proposed,Objecttype,,Deze aanduiding wordt gebruikt in inkomens- of uitkeringsadministraties om aan te geven dat iemand **niet langer actief is als ondernemer** doordat het bedrijf is gestopt (bijvoorbeeld definitieve beëindiging van de bedrijfsactiviteiten en uitschrijving bij de Kamer van Koophandel) of is verkocht aan een andere partij. Dit kan relevant zijn voor de beoordeling van **recht op een uitkering** (zoals bijstand of BBZ-ondersteuning) omdat de beëindiging of overdracht van de onderneming leidt tot het wegvallen van bedrijfsinkomen en daarmee invloed heeft op de inkomenssituatie. Stoppen met het bedrijf kan ook voorwaarden uitlokken voor regelingen zoals het **Besluit bijstandverlening zelfstandigen (Bbz)** of reguliere bijstand als laatste vangnet.,,1.2.0,,Class,12052026-14:54:00
